shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id,company_rating,company_location,total_fleet_count,iata_approved
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2970.969081564153,21646,66843,97.0,9.0,10.0,10.0,9.0,9.0,10.0,7,0.86,21646,1.0,Togo,2.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,2020.9008996445104,26285,35759,90.0,10.0,10.0,10.0,8.0,9.0,10.0,2,2.0,26285,0.9462389594307657,Senegal,9.0,False
Niue,Type F5,Quantum,ThetaBase Services,1.0,3,flexible,3.0,False,False,1275.0972917165855,31563,45653,94.0,9.0,10.0,10.0,10.0,9.0,10.0,68,2.0,31563,0.9834582355977234,Niue,3.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1254.3026547398736,5231,43299,80.0,10.0,8.0,10.0,10.0,10.0,10.0,2,0.37,5231,0.9896552864298246,Nicaragua,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,0.0,False,False,2001.9108834188796,39109,35751,93.0,10.0,10.0,10.0,10.0,10.0,9.0,6,2.34,39109,0.7688457969879758,Ukraine,24.0,True
Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1382.5456972659433,651,23506,100.0,10.0,10.0,10.0,10.0,10.0,10.0,42,3.48,651,0.984163920655798,Lebanon,4.0,True
Switzerland,Type V2,Plasma,ThetaBase Services,4.0,8,strict,5.0,False,False,4144.550518794472,46884,5218,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.13,46884,1.0,Turks and Caicos Islands,2.0,False
Barbados,Type V5,Plasma,ThetaBase Services,2.0,3,strict,2.0,True,False,3474.3809856161083,42114,12358,95.0,9.0,9.0,10.0,10.0,10.0,9.0,23,0.28,42114,1.0,Sao Tome and Principe,3.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,6,flexible,3.0,True,False,2341.6229522791573,35499,66391,98.0,10.0,10.0,9.0,10.0,10.0,10.0,9,4.22,35499,0.9398666715296353,Andorra,4.0,False
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1582.759531672823,46872,17891,81.0,9.0,8.0,9.0,9.0,9.0,8.0,26,2.91,46872,0.9965729344638674,Nicaragua,9.0,False
Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1763.7446533148918,50089,1818,83.0,8.0,8.0,8.0,9.0,9.0,9.0,7,1.42,50089,0.99400336345641,Isle of Man,2.0,False
Barbados,Type A7,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,2140.3455989238378,8103,36806,93.0,10.0,10.0,10.0,10.0,10.0,9.0,77,8.46,8103,0.9803596784202909,Tonga,1.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,0.0,3,strict,2.0,False,False,2373.331506600849,48819,29001,86.0,9.0,9.0,9.0,10.0,10.0,9.0,22,5.5,48819,0.9326712634835437,Pakistan,6.0,False
Barbados,Type G0,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,2439.821923355243,47361,340,89.0,9.0,9.0,9.0,9.0,8.0,9.0,25,1.54,47361,1.0,Barbados,10.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1722.5766374134869,33961,25392,99.0,10.0,10.0,10.0,10.0,10.0,10.0,119,9.15,33961,1.0,Indonesia,3.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,False,False,2767.588749100278,45546,72043,90.0,9.0,9.0,10.0,10.0,10.0,10.0,2,0.1,45546,0.9942422224507595,Cape Verde,19.0,True
Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2701.7128832939648,490,41162,91.0,9.0,9.0,10.0,10.0,10.0,9.0,43,2.15,490,1.0,Bosnia and Herzegovina,6.0,False
Indonesia,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,False,False,1402.6189983469387,31124,43943,91.0,9.0,9.0,10.0,9.0,9.0,10.0,7,0.18,31124,1.0,France,3.0,False
Gambia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1791.1858321071459,41379,28064,99.0,10.0,10.0,10.0,10.0,10.0,10.0,52,3.97,41379,1.0,France,2.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2829.6795324465224,45546,76569,92.0,9.0,9.0,10.0,10.0,10.0,9.0,21,0.66,45546,0.9857482223549929,Cape Verde,19.0,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,3127.4080305316174,24919,25318,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0.95,24919,0.9819182207746984,Estonia,4.0,False
Nicaragua,Type V5,Quantum,ThetaBase Services,0.0,2,flexible,1.0,True,False,1467.625290957365,39441,41439,90.0,9.0,10.0,10.0,10.0,9.0,9.0,18,7.4,39441,0.9718259435906988,Cuba,4.0,False
Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1202.4039458356458,48649,55284,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.19,48649,0.9802070169696318,Kiribati,2.0,False
Faroe Islands,Type G0,Quantum,ThetaBase Services,0.0,4,moderate,4.0,True,False,2053.758541032715,21240,59820,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,21240,0.9385180645861748,Niger,130.0,False
Nicaragua,Type O3,Quantum,ThetaBase Services,1.0,3,moderate,2.0,False,False,1636.5784836958248,19271,70074,90.0,10.0,9.0,10.0,10.0,10.0,9.0,11,0.48,19271,0.9963229767378221,Jersey,11.0,False
Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1592.5692635167195,5701,20330,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,5701,0.9953984903832359,Costa Rica,1.0,True
Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,2583.547734509675,24033,63891,90.0,10.0,7.0,10.0,9.0,10.0,9.0,4,0.63,24033,1.0,Uganda,45.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,7,strict,4.0,True,False,2425.6309784841537,4446,23884,93.0,10.0,10.0,9.0,10.0,10.0,9.0,3,1.03,4446,0.9932240757022155,Uganda,58.0,False
Barbados,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1912.6954456566598,6959,3343,75.0,9.0,8.0,8.0,10.0,9.0,9.0,4,0.09,6959,0.9539573546246505,Slovakia (Slovak Republic),20.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,False,False,2320.4989651764536,18164,11682,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.12,18164,1.0,Marshall Islands,5.0,False
Gambia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1842.8943797920008,25769,29947,100.0,10.0,10.0,10.0,10.0,10.0,10.0,36,1.6,25769,1.0,Uzbekistan,1.0,False
Wallis and Futuna,Type F5,Plasma,ThetaBase Services,4.0,8,strict,7.0,False,False,5886.666994041481,18088,1849,98.0,10.0,10.0,10.0,10.0,10.0,10.0,50,1.63,18088,0.9861459060818187,Marshall Islands,3.0,True
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1363.3545086465263,41346,53475,88.0,9.0,8.0,10.0,10.0,9.0,9.0,165,3.5,41346,0.9702926898390483,Estonia,7.0,True
Malta,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1349.5829648836016,11275,25733,94.0,10.0,9.0,10.0,10.0,9.0,9.0,168,2.55,11275,1.0,Brazil,3.0,True
Malta,Type N0,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,False,False,1210.6479890276137,31805,41039,86.0,9.0,9.0,10.0,10.0,9.0,9.0,58,2.11,31805,0.987435974444677,Mauritania,20.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2820.0631511265497,21967,67966,100.0,10.0,10.0,9.0,10.0,10.0,10.0,25,1.7,21967,0.9866292489211216,Cape Verde,1.0,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1825.8013298176022,15394,24226,99.0,10.0,10.0,10.0,10.0,10.0,10.0,31,0.8,15394,1.0,Tunisia,2.0,True
Faroe Islands,Type F5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,False,False,1738.0882899678725,14072,36141,88.0,10.0,9.0,10.0,10.0,9.0,9.0,5,1.55,14072,0.7033693433014405,Micronesia,1.0,False
Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1105.8330517355664,46099,3467,60.0,7.0,5.0,10.0,8.0,6.0,6.0,2,1.09,46099,0.9673310328707341,Uzbekistan,28.0,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1493.1121435808773,48218,2073,60.0,6.0,2.0,8.0,8.0,6.0,6.0,1,0.03,48218,1.0,Lebanon,1.0,True
Russian Federation,Type F5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2844.9283176042504,36081,38107,95.0,9.0,9.0,9.0,10.0,10.0,10.0,4,2.73,36081,1.0,Russian Federation,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,True,False,1764.4897643456916,31749,10148,72.0,8.0,7.0,9.0,9.0,10.0,8.0,205,6.19,31749,0.9996368406658408,Uganda,9.0,True
Niue,Type V5,Plasma,ThetaBase Services,1.0,1,strict,1.0,False,False,1971.1436363118842,38401,15387,94.0,10.0,10.0,10.0,10.0,10.0,9.0,40,0.73,38401,0.9999778733052944,Guinea,1.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,False,False,1750.1590418276257,794,18155,99.0,10.0,10.0,10.0,10.0,10.0,10.0,134,1.51,794,1.0,Indonesia,1.0,False
Sao Tome and Principe,Type L7,Quantum,ThetaBase Services,2.0,4,strict,2.0,False,False,2421.709649548398,452,68757,96.0,10.0,10.0,10.0,10.0,10.0,9.0,24,3.67,452,0.9902961601824875,Ghana,3.0,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,1586.168722509668,10204,32376,92.0,10.0,10.0,9.0,9.0,10.0,9.0,431,5.0,10204,1.0,Nicaragua,5.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2449.9646336227834,49565,59550,88.0,9.0,8.0,9.0,9.0,10.0,9.0,10,0.83,49565,0.9297291107036824,Uganda,14.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2119.589936975793,16295,39084,88.0,9.0,9.0,9.0,9.0,9.0,9.0,22,2.58,16295,0.9507578103601998,Philippines,5.0,False
Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,2.0,False,False,5379.620970371243,33823,28049,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,33823,0.7733173100015589,France,17.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,0,moderate,1.0,True,False,1249.7443654434705,42012,45966,95.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.91,42012,0.9947518716631771,Monaco,3.0,True
Niue,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1236.2031179205146,29323,61510,94.0,10.0,9.0,10.0,10.0,9.0,10.0,74,2.37,29323,0.9816643578601291,Guinea,3.0,False
Marshall Islands,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,False,False,1911.2269065479254,19469,37205,92.0,10.0,10.0,9.0,9.0,8.0,9.0,5,1.29,19469,1.0,Russian Federation,1.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,3.0,False,False,2095.164498704204,7027,27506,93.0,10.0,9.0,10.0,10.0,9.0,10.0,14,1.0,7027,0.9912105299675215,Gibraltar,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2121.8169748597165,11744,4534,100.0,10.0,10.0,10.0,10.0,9.0,9.0,6,0.52,11744,1.0,Kenya,4.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2844.1034654936316,28828,40596,80.0,10.0,8.0,10.0,10.0,10.0,9.0,5,0.29,28828,0.9870905674967478,Isle of Man,198.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,1776.5329672049097,21341,53927,98.0,10.0,10.0,9.0,10.0,9.0,9.0,17,0.21,21341,0.809230132368945,Tonga,1.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2514.4760975999648,5166,24682,93.0,10.0,10.0,9.0,10.0,10.0,9.0,23,0.98,5166,1.0,Ecuador,16.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,8,strict,2.0,True,False,2657.8167970863315,15004,69509,95.0,10.0,10.0,10.0,10.0,10.0,10.0,50,2.46,15004,0.9929412098593978,Uzbekistan,88.0,False
Niue,Type Z6,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1200.65992228073,7246,12674,83.0,9.0,8.0,9.0,9.0,9.0,9.0,24,1.88,7246,1.0,Niue,6.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,False,False,2623.7369664212556,3391,75236,85.0,9.0,9.0,9.0,9.0,10.0,8.0,15,0.8,3391,1.0,Iran,58.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,7,moderate,4.0,True,False,4733.994433130785,11403,54093,84.0,8.0,8.0,8.0,9.0,10.0,8.0,10,3.26,11403,0.8148229948615292,Barbados,3.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1795.234457564038,9846,65043,98.0,10.0,10.0,10.0,10.0,10.0,10.0,281,7.08,9846,0.9896752103210513,Indonesia,3.0,True
Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,0.0,True,False,1492.6284062101208,39441,66457,90.0,9.0,10.0,9.0,9.0,10.0,9.0,25,9.87,39441,0.9584770202150585,Cuba,4.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,True,False,2441.396070159669,21240,15009,100.0,9.0,10.0,10.0,9.0,9.0,8.0,2,2.0,21240,0.9335931636329222,Niger,130.0,False
Niue,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1399.2728972329421,35122,56344,99.0,10.0,10.0,10.0,10.0,10.0,10.0,38,2.21,35122,1.0,Guinea,1.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,5,strict,0.0,True,False,5045.973961526918,19958,44781,95.0,10.0,9.0,10.0,10.0,10.0,9.0,23,0.59,19958,1.0,Congo,40.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,True,False,1636.8175018368306,7824,29145,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.59,7824,0.9934819262192629,Monaco,2.0,True
Barbados,Type V5,Plasma,ThetaBase Services,3.0,7,strict,3.0,False,False,3729.7179731699484,43540,18772,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.09,43540,0.7163589377861078,Bosnia and Herzegovina,25.0,False
Rwanda,Type U1,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1917.2566384422269,41856,7439,60.0,8.0,2.0,2.0,6.0,10.0,6.0,1,0.46,41856,1.0,Maldives,13.0,True
Indonesia,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1255.8353302297978,43048,65439,97.0,10.0,10.0,10.0,10.0,9.0,10.0,25,0.8,43048,1.0,France,1.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1904.4168321412,11194,17354,97.0,10.0,10.0,9.0,10.0,10.0,10.0,49,1.32,11194,1.0,Russian Federation,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,11,strict,7.0,True,False,3092.235952309009,48786,56841,75.0,8.0,8.0,10.0,10.0,9.0,8.0,16,4.62,48786,0.8986203690125685,Pakistan,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,8,strict,4.0,True,False,2518.229425111564,15004,4356,83.0,9.0,8.0,9.0,9.0,9.0,8.0,33,1.52,15004,0.9976690307896285,Uzbekistan,88.0,False
Estonia,Type F5,Plasma,ThetaBase Services,3.0,4,flexible,2.0,False,False,2169.6754484644903,39355,56445,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.65,39355,0.805481263287273,Zimbabwe,2.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1650.583372554978,15004,40226,92.0,10.0,10.0,10.0,10.0,10.0,9.0,30,1.49,15004,1.0,Uzbekistan,88.0,False
Niue,Type F5,Plasma,ThetaBase Services,3.0,5,strict,4.0,False,False,1909.5873069868596,28828,38751,100.0,10.0,10.0,10.0,10.0,9.0,9.0,2,0.17,28828,0.983510241621087,Isle of Man,198.0,True
Anguilla,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2037.970819894663,4014,118,95.0,10.0,10.0,9.0,10.0,10.0,9.0,8,2.4,4014,1.0,United Kingdom,1.0,False
Guinea,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,3449.1370288393373,32417,18222,94.0,10.0,9.0,10.0,10.0,10.0,9.0,27,1.47,32417,0.9913943021057744,Fiji,1.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,False,False,2161.652230791265,13039,10237,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.75,13039,0.7858306359152435,Russian Federation,2.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,9,strict,4.0,False,False,4713.457703618192,24026,73532,96.0,10.0,9.0,9.0,9.0,10.0,10.0,14,1.55,24026,0.9633165511189127,Cape Verde,69.0,True
Niue,Type V5,Plasma,ThetaBase Services,3.0,5,moderate,4.0,False,False,4782.739267010983,17819,54519,100.0,10.0,10.0,10.0,10.0,10.0,9.0,14,0.94,17819,0.9978389562881668,Guinea,2.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2805.817415957488,18248,41021,92.0,10.0,10.0,10.0,9.0,10.0,10.0,12,1.48,18248,0.989834756378174,Slovakia (Slovak Republic),2.0,False
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,2019.0604540168408,46894,76674,95.0,9.0,10.0,9.0,10.0,9.0,9.0,4,0.35,46894,0.976736384402608,Malawi,2.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,True,False,1907.2747029519444,4446,10407,94.0,10.0,9.0,10.0,10.0,10.0,9.0,7,1.12,4446,0.9964154449316319,Uganda,58.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,3,moderate,3.0,False,False,2162.501399349207,8866,13711,94.0,10.0,10.0,10.0,10.0,9.0,9.0,43,0.77,8866,0.8950942916511414,Tonga,2.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,True,False,3180.51600533532,28954,9475,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.73,28954,0.9985009888534162,Rwanda,4.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,1897.3580060169074,28828,2269,92.0,9.0,10.0,9.0,10.0,8.0,9.0,13,2.28,28828,0.9937110204595763,Isle of Man,198.0,True
Niue,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1266.9264317349853,22438,75181,95.0,10.0,9.0,10.0,10.0,9.0,9.0,17,0.31,22438,0.9182932966352728,Guinea,2.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,False,False,3444.301614304508,14045,76406,94.0,9.0,9.0,10.0,10.0,10.0,9.0,67,1.05,14045,1.0,Tonga,2.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2817.39171207812,28828,15263,84.0,9.0,10.0,9.0,9.0,10.0,8.0,5,0.17,28828,0.9950038667637853,Isle of Man,198.0,True
Gambia,Type V2,Plasma,ThetaBase Services,5.0,9,strict,5.0,True,False,4120.571041564761,18170,35752,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.47,18170,0.8793637316255264,France,1.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,False,False,1982.4019015510855,39793,44553,92.0,10.0,8.0,10.0,10.0,9.0,9.0,5,0.21,39793,1.0,Uzbekistan,1.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,0.0,2,moderate,1.0,True,False,1758.6755845602413,31748,15891,100.0,10.0,10.0,10.0,9.0,10.0,10.0,5,1.08,31748,1.0,Lithuania,1.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2183.4852772058207,28828,66805,96.0,10.0,10.0,10.0,10.0,10.0,10.0,16,0.8,28828,0.9860378818562496,Isle of Man,198.0,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1312.9359129990453,16181,40529,98.0,10.0,10.0,10.0,10.0,9.0,10.0,16,0.83,16181,0.9902570943917337,Tanzania,2.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,False,False,1643.28254391772,31651,54480,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,31651,0.8521815312597666,Lebanon,2.0,True
Switzerland,Type V5,Plasma,ThetaBase Services,2.0,7,strict,7.0,False,False,1901.6011233372196,44169,19630,70.0,10.0,6.0,6.0,10.0,10.0,6.0,2,0.15,44169,0.9656030004906418,Portugal,39.0,False
Kiribati,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1354.3433411845526,22321,14894,94.0,10.0,10.0,10.0,10.0,9.0,9.0,334,4.9,22321,0.9940457679712396,United Kingdom,16.0,False
Russian Federation,Type Z6,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,2147.905149871367,22934,3264,97.0,10.0,10.0,10.0,10.0,10.0,10.0,121,6.58,22934,1.0,Ecuador,1.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1773.2276451834873,998,75859,95.0,9.0,9.0,10.0,10.0,9.0,9.0,47,1.46,998,0.6073572131101889,Niue,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,True,False,2157.9440956875515,30435,43371,85.0,9.0,9.0,9.0,9.0,10.0,8.0,31,1.5,30435,0.9990266028938248,Cape Verde,41.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,1420.6361108431915,49555,65674,98.0,10.0,10.0,10.0,10.0,10.0,10.0,42,1.56,49555,0.9967320265710071,Saint Pierre and Miquelon,4.0,True
Brazil,Type O3,Quantum,ThetaBase Services,1.0,2,moderate,0.0,True,False,1840.6126089522759,28540,47261,80.0,8.0,10.0,10.0,10.0,10.0,8.0,1,0.06,28540,0.9836530648124561,Vanuatu,12.0,False
United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,1409.1583346906534,34931,75378,90.0,9.0,8.0,10.0,10.0,9.0,9.0,107,2.39,34931,0.9895959005812826,Gibraltar,2.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2551.6116653352747,18077,57562,95.0,10.0,10.0,9.0,10.0,10.0,10.0,38,1.29,18077,0.9948022521036997,Sao Tome and Principe,139.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,False,False,1889.043362717322,31839,50707,89.0,9.0,8.0,9.0,9.0,9.0,9.0,7,1.19,31839,0.9875496554074864,Mauritania,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2041.6804726789665,9852,76488,88.0,9.0,9.0,10.0,10.0,9.0,9.0,33,1.91,9852,1.0,Maldives,11.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2406.8526151108613,15859,20466,92.0,10.0,10.0,10.0,9.0,9.0,9.0,21,1.64,15859,0.9882045894141928,Zimbabwe,1.0,False
Barbados,Type F5,Plasma,ThetaBase Services,5.0,10,moderate,6.0,True,False,4729.911882394684,43834,62599,100.0,10.0,9.0,10.0,10.0,9.0,9.0,3,1.67,43834,0.996170630447352,Uganda,13.0,False
Sao Tome and Principe,Type V2,Plasma,ThetaBase Services,4.0,8,moderate,6.0,False,False,5086.641096491467,18077,73929,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3,0.35,18077,0.9831811964497746,Sao Tome and Principe,139.0,False
Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,0.0,True,False,1467.8887599015,3231,19882,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2.0,3231,1.0,Christmas Island,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,8,moderate,5.0,False,False,3093.645125638355,22324,30923,100.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0.26,22324,0.9986073129333242,Venezuela,6.0,True
Sao Tome and Principe,Type G0,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1894.2664349549214,19842,24142,86.0,9.0,9.0,9.0,8.0,9.0,9.0,64,1.99,19842,0.8651253070230255,Turkmenistan,53.0,False
Indonesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,3232.233616420532,25344,20794,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.67,25344,0.8886843739345367,Faroe Islands,8.0,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,False,False,1918.8738894372327,29261,8309,95.0,9.0,9.0,10.0,10.0,9.0,9.0,41,0.68,29261,0.9943588519938841,Uruguay,1.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,2695.9689230828026,37760,27357,97.0,9.0,10.0,10.0,10.0,10.0,9.0,26,0.51,37760,0.9962956739858956,Niue,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,False,False,3492.2283314662773,28828,23791,96.0,10.0,10.0,9.0,10.0,10.0,9.0,11,0.68,28828,0.9984749992984969,Isle of Man,198.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,True,False,2555.0904242044394,27056,25009,99.0,10.0,10.0,10.0,10.0,10.0,10.0,16,4.32,27056,0.9965401916909751,Kenya,4.0,False
Barbados,Type V5,Plasma,ThetaBase Services,3.0,7,strict,0.0,True,False,8944.898039048609,19958,7473,98.0,10.0,10.0,10.0,10.0,10.0,9.0,10,1.22,19958,0.9967332143409101,Congo,40.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,False,False,2430.584336710686,11830,12664,99.0,10.0,10.0,10.0,10.0,10.0,10.0,31,1.93,11830,0.9965693745661434,Maldives,67.0,True
