shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id,company_rating,company_location,total_fleet_count,iata_approved
Anguilla,Type V2,Plasma,ThetaBase Services,4.0,7,moderate,4.0,False,False,4250.0,18077,76794,80.0,9.0,9.0,9.0,10.0,8.0,8.0,3,0.17,18077,1.0,Sao Tome and Principe,139.0,False
Barbados,Type F5,Plasma,ThetaBase Services,2.0,4,strict,3.0,False,False,4107.0,11100,59597,94.0,9.0,9.0,10.0,10.0,10.0,9.0,15,0.73,11100,1.0,Nicaragua,1.0,False
Guinea,Type E3,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,2417.0,12528,65939,95.0,10.0,10.0,10.0,10.0,10.0,9.0,50,2.4,12528,0.0,Fiji,1.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,2170.0,28828,43494,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6,0.29,28828,1.0,Isle of Man,198.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2950.0,18077,25289,100.0,10.0,9.0,10.0,10.0,10.0,10.0,20,1.08,18077,1.0,Sao Tome and Principe,139.0,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2430.0,18077,53601,100.0,10.0,9.0,10.0,10.0,10.0,10.0,6,0.36,18077,1.0,Sao Tome and Principe,139.0,False
Pakistan,Type E3,Quantum,ThetaBase Services,4.0,9,moderate,6.0,False,False,3730.0,38469,49918,100.0,10.0,10.0,10.0,10.0,6.0,10.0,1,0.05,38469,1.0,Cocos (Keeling) Islands,3.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,2.0,3,strict,2.0,False,False,3145.0,4267,38542,94.0,9.0,10.0,9.0,10.0,10.0,9.0,27,1.31,4267,1.0,Senegal,22.0,True
Gambia,Type V2,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2365.0,19154,26540,92.0,10.0,9.0,10.0,10.0,10.0,9.0,10,0.51,19154,1.0,France,2.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,True,False,2365.0,21679,45714,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.54,21679,1.0,China,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,2235.0,46607,2076,100.0,10.0,6.0,10.0,10.0,10.0,10.0,1,0.05,46607,1.0,Brazil,4.0,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1338.0,16742,1477,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.48,16742,0.83,Monaco,1.0,False
Wallis and Futuna,Type G0,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2157.0,18269,75053,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3,0.17,18269,0.86,Fiji,12.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,9,strict,4.0,False,False,4367.0,24026,46622,84.0,9.0,8.0,9.0,9.0,9.0,8.0,21,1.08,24026,0.98,Cape Verde,69.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2560.0,28828,51071,94.0,9.0,9.0,10.0,10.0,9.0,9.0,20,0.99,28828,1.0,Isle of Man,198.0,True
Rwanda,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2872.0,37646,52435,92.0,10.0,10.0,9.0,8.0,10.0,8.0,5,0.25,37646,1.0,Estonia,60.0,False
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2560.0,35206,6414,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.5,35206,1.0,Marshall Islands,1.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,1.0,False,False,1845.0,43017,19621,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.1,43017,0.0,Gibraltar,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,1.0,1,strict,1.0,False,False,1845.0,14881,61871,98.0,10.0,10.0,10.0,10.0,10.0,9.0,49,2.33,14881,1.0,Brazil,2.0,True
Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1975.0,30916,44760,98.0,10.0,10.0,10.0,10.0,10.0,10.0,33,1.67,30916,1.0,Tunisia,3.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2495.0,3391,54630,78.0,7.0,7.0,9.0,8.0,9.0,7.0,8,0.42,3391,1.0,Iran,58.0,True
Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2495.0,39952,43994,78.0,8.0,8.0,9.0,9.0,9.0,8.0,20,1.06,39952,1.0,Tonga,21.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,False,False,2430.0,3391,1225,83.0,10.0,10.0,9.0,8.0,10.0,8.0,6,0.31,3391,1.0,Iran,58.0,True
Rwanda,Type X3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1468.0,46099,21143,78.0,8.0,8.0,9.0,9.0,9.0,8.0,55,2.62,46099,0.98,Uzbekistan,28.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1364.0,46099,50495,84.0,9.0,8.0,9.0,9.0,9.0,9.0,53,2.57,46099,0.98,Uzbekistan,28.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,True,False,2170.0,25369,24859,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.44,25369,1.0,Chad,1.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2027.0,28833,6426,68.0,8.0,7.0,9.0,7.0,9.0,7.0,13,0.63,28833,1.0,Venezuela,5.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2157.0,28833,53860,92.0,10.0,9.0,9.0,10.0,9.0,9.0,31,1.61,28833,1.0,Venezuela,5.0,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1650.0,2416,24927,87.0,9.0,9.0,9.0,10.0,9.0,9.0,115,5.49,2416,1.0,Guinea,5.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3587.0,24026,24340,92.0,9.0,9.0,8.0,10.0,10.0,9.0,18,0.88,24026,0.98,Cape Verde,69.0,True
Indonesia,Type F5,Plasma,ThetaBase Services,3.0,7,strict,5.0,False,False,2430.0,25914,5127,100.0,10.0,10.0,10.0,10.0,9.0,10.0,19,1.12,25914,1.0,France,2.0,True
Bosnia and Herzegovina,Type F5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2040.0,45519,38763,96.0,10.0,9.0,10.0,10.0,9.0,10.0,16,0.79,45519,1.0,Puerto Rico,2.0,False
Kiribati,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1195.0,27492,35028,96.0,10.0,10.0,10.0,10.0,9.0,10.0,97,4.63,27492,1.0,Nicaragua,2.0,True
Kiribati,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1195.0,27492,52171,97.0,10.0,10.0,10.0,10.0,10.0,10.0,84,4.1,27492,1.0,Nicaragua,2.0,True
Barbados,Type V5,Quantum,ThetaBase Services,0.0,4,strict,2.0,True,False,1975.0,27289,22782,85.0,9.0,9.0,9.0,9.0,9.0,9.0,44,2.13,27289,0.99,Reunion,12.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,5,strict,4.0,True,False,2950.0,9849,28885,99.0,10.0,10.0,10.0,10.0,10.0,10.0,59,2.82,9849,1.0,Isle of Man,2.0,False
Malta,Type X3,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1975.0,18077,59058,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.16,18077,1.0,Sao Tome and Principe,139.0,False
Niue,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1169.0,12262,38664,100.0,10.0,9.0,10.0,10.0,9.0,9.0,2,0.1,12262,1.0,Niue,2.0,False
Nicaragua,Type V5,Quantum,ThetaBase Services,0.0,4,strict,1.0,True,False,2105.0,9830,32254,94.0,10.0,9.0,10.0,10.0,10.0,9.0,51,2.81,9830,1.0,Barbados,3.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2105.0,28828,22835,97.0,10.0,10.0,10.0,10.0,10.0,10.0,13,0.64,28828,1.0,Isle of Man,198.0,True
Gambia,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1234.0,9923,14496,98.0,10.0,10.0,10.0,10.0,10.0,10.0,22,1.46,9923,1.0,Gambia,2.0,False
Micronesia,Type G0,Quantum,ThetaBase Services,0.0,3,strict,2.0,False,False,1507.0,10883,44446,89.0,9.0,9.0,10.0,10.0,10.0,9.0,42,2.02,10883,1.0,Niger,8.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,6,strict,4.0,False,False,2235.0,18272,52406,75.0,9.0,9.0,9.0,9.0,10.0,8.0,25,1.21,18272,0.9,Vietnam,3.0,False
Niue,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1390.0,6655,28393,93.0,9.0,10.0,10.0,10.0,8.0,10.0,34,2.41,6655,1.0,Niue,1.0,False
Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,3470.0,5101,11609,98.0,10.0,10.0,10.0,10.0,9.0,10.0,25,1.21,5101,0.67,Nauru,1.0,False
Kiribati,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,False,False,3470.0,28828,24872,93.0,9.0,9.0,9.0,9.0,10.0,9.0,3,0.15,28828,1.0,Isle of Man,198.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,1845.0,8758,69003,93.0,9.0,9.0,8.0,7.0,8.0,8.0,6,0.3,8758,1.0,Russian Federation,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,False,False,2625.0,28828,9986,97.0,10.0,9.0,10.0,10.0,10.0,10.0,23,1.13,28828,1.0,Isle of Man,198.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,3015.0,30126,36553,94.0,10.0,9.0,10.0,10.0,9.0,9.0,26,1.31,30126,1.0,Togo,5.0,True
Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,strict,0.0,True,False,2053.0,8225,42678,88.0,9.0,9.0,10.0,10.0,10.0,9.0,28,1.4,8225,0.95,Barbados,31.0,False
Malta,Type F5,Nuclear,ThetaBase Services,1.0,1,flexible,5.0,True,False,1156.0,12542,46147,88.0,9.0,9.0,10.0,9.0,9.0,9.0,135,6.6,12542,0.98,Mauritania,19.0,True
Malta,Type F5,Nuclear,ThetaBase Services,1.0,1,flexible,5.0,True,False,1156.0,12542,46451,87.0,9.0,9.0,9.0,9.0,9.0,9.0,77,3.71,12542,0.98,Mauritania,19.0,True
Russian Federation,Type F5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,True,False,2170.0,15959,44615,87.0,10.0,8.0,10.0,10.0,10.0,9.0,3,0.18,15959,1.0,Russian Federation,2.0,True
Malta,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,False,False,3223.0,19310,23281,95.0,10.0,10.0,10.0,10.0,10.0,9.0,40,1.97,19310,1.0,Indonesia,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3847.0,24026,73280,90.0,9.0,9.0,9.0,10.0,10.0,9.0,14,1.06,24026,0.98,Cape Verde,69.0,True
Malta,Type V2,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1325.0,21464,13628,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.16,21464,1.0,Mauritania,1.0,False
Russian Federation,Type V2,Quantum,ThetaBase Services,2.0,4,flexible,3.0,False,False,1507.0,30532,14708,95.0,10.0,7.0,10.0,9.0,10.0,10.0,4,0.2,30532,0.67,Russian Federation,1.0,False
Isle of Man,Type X3,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,1572.0,27773,57408,90.0,9.0,9.0,10.0,10.0,10.0,9.0,24,1.37,27773,1.0,Togo,1.0,False
Rwanda,Type X3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1325.0,46099,49093,79.0,9.0,8.0,9.0,9.0,9.0,9.0,90,4.35,46099,0.98,Uzbekistan,28.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,3210.0,24697,28755,96.0,10.0,10.0,10.0,10.0,8.0,9.0,53,2.78,24697,1.0,Congo,1.0,True
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2170.0,28828,66805,96.0,10.0,10.0,10.0,10.0,10.0,10.0,16,0.8,28828,1.0,Isle of Man,198.0,True
Guinea,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,3470.0,12107,67177,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.17,12107,1.0,Fiji,2.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,False,False,3457.0,24026,50634,80.0,9.0,10.0,7.0,10.0,10.0,9.0,4,0.22,24026,0.98,Cape Verde,69.0,True
Micronesia,Type V2,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,3457.0,28177,60534,90.0,9.0,9.0,9.0,9.0,10.0,8.0,8,0.45,28177,1.0,Kenya,1.0,False
Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,4.0,5,flexible,3.0,False,False,2690.0,44334,21122,98.0,10.0,10.0,10.0,10.0,9.0,9.0,11,0.55,44334,1.0,Lebanon,1.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1845.0,14043,690,94.0,10.0,8.0,9.0,9.0,10.0,10.0,11,0.54,14043,1.0,Chad,1.0,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1325.0,13133,36878,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.29,13133,0.67,Denmark,1.0,True
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1312.0,31047,10141,97.0,10.0,10.0,10.0,10.0,10.0,10.0,69,3.4,31047,1.0,Turkmenistan,1.0,False
Malta,Type V5,Quantum,ThetaBase Services,1.0,4,strict,1.0,True,False,2040.0,17447,19675,94.0,10.0,10.0,10.0,10.0,9.0,9.0,52,2.91,17447,1.0,El Salvador,4.0,True
United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1455.0,2416,64032,92.0,9.0,9.0,10.0,10.0,9.0,9.0,103,5.35,2416,1.0,Guinea,5.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3457.0,24026,39061,90.0,9.0,10.0,9.0,10.0,10.0,9.0,4,0.21,24026,0.98,Cape Verde,69.0,True
Niue,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1325.0,4129,58856,98.0,10.0,10.0,10.0,10.0,10.0,10.0,73,3.58,4129,1.0,Niue,3.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,2.0,8,strict,4.0,True,False,2391.0,15004,11516,93.0,10.0,10.0,10.0,10.0,10.0,10.0,59,2.91,15004,1.0,Uzbekistan,88.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2755.0,14881,11102,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.61,14881,1.0,Brazil,2.0,True
Rwanda,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1299.0,43344,58256,90.0,8.0,7.0,6.0,6.0,8.0,8.0,2,0.1,43344,0.6,Maldives,5.0,False
Micronesia,Type F5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,3730.0,18077,26878,96.0,10.0,9.0,9.0,10.0,10.0,9.0,15,0.86,18077,1.0,Sao Tome and Principe,139.0,False
Malta,Type V2,Plasma,ThetaBase Services,4.0,6,moderate,0.0,False,False,4510.0,18077,21532,100.0,8.0,8.0,8.0,8.0,8.0,8.0,1,0.06,18077,1.0,Sao Tome and Principe,139.0,False
Malta,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,False,False,1975.0,28828,22488,83.0,9.0,8.0,10.0,9.0,8.0,8.0,8,0.4,28828,1.0,Isle of Man,198.0,True
Switzerland,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1468.0,47323,35865,50.0,5.0,4.0,8.0,8.0,8.0,6.0,4,0.2,47323,0.5,Turks and Caicos Islands,7.0,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,False,False,3457.0,24026,75056,85.0,9.0,9.0,9.0,10.0,9.0,8.0,19,1.0,24026,0.98,Cape Verde,69.0,True
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,False,False,3457.0,24026,15552,92.0,9.0,8.0,7.0,9.0,10.0,8.0,5,0.64,24026,0.98,Cape Verde,69.0,True
Gambia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,False,False,2300.0,27972,2835,100.0,10.0,10.0,10.0,9.0,9.0,10.0,17,0.92,27972,0.94,Brazil,27.0,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,True,False,2417.0,35219,7633,94.0,10.0,9.0,9.0,10.0,10.0,9.0,24,1.23,35219,0.97,Tonga,4.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,5,moderate,3.0,False,False,3340.0,24769,29693,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.09,24769,1.0,Isle of Man,1.0,True
Nicaragua,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1585.0,7025,4180,92.0,9.0,8.0,10.0,10.0,10.0,10.0,6,0.29,7025,1.0,Jersey,1.0,False
Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,3,strict,2.0,False,False,1234.0,29480,17795,98.0,10.0,10.0,10.0,10.0,9.0,10.0,13,0.87,29480,1.0,French Polynesia,6.0,False
Indonesia,Type F5,Quantum,ThetaBase Services,1.0,1,strict,2.0,True,False,1663.0,12177,34135,80.0,8.0,8.0,10.0,10.0,10.0,8.0,2,0.16,12177,1.0,France,6.0,True
Barbados,Type V5,Plasma,ThetaBase Services,3.0,8,moderate,4.0,True,False,3600.0,8096,60702,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.6,8096,1.0,Vietnam,2.0,False
Barbados,Type V5,Plasma,ThetaBase Services,3.0,10,strict,6.0,False,False,5095.0,33823,63328,92.0,9.0,9.0,10.0,10.0,10.0,9.0,30,1.58,33823,0.78,France,17.0,True
Faroe Islands,Type V2,Quantum,ThetaBase Services,2.0,1,flexible,1.0,True,False,1143.0,10741,57624,98.0,10.0,10.0,10.0,10.0,9.0,10.0,101,5.32,10741,1.0,Micronesia,2.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,12,moderate,6.0,False,False,5940.0,37999,72729,95.0,10.0,10.0,10.0,10.0,9.0,9.0,60,2.12,37999,1.0,Senegal,20.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,6,strict,5.0,False,False,3080.0,37999,9777,98.0,10.0,10.0,10.0,10.0,9.0,10.0,37,1.84,37999,1.0,Senegal,20.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,8,moderate,4.0,False,False,3080.0,37999,19112,95.0,9.0,9.0,10.0,10.0,9.0,9.0,39,1.99,37999,1.0,Senegal,20.0,True
Barbados,Type V7,Quantum,ThetaBase Services,1.0,3,strict,2.0,True,False,1780.0,8331,10292,91.0,9.0,10.0,9.0,9.0,10.0,9.0,33,1.63,8331,0.7,Uganda,2.0,False
Micronesia,Type V5,Quantum,ThetaBase Services,0.0,3,strict,1.0,False,False,1637.0,10883,17453,91.0,9.0,9.0,9.0,10.0,10.0,9.0,38,1.99,10883,1.0,Niger,8.0,True
Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1403.0,41989,8283,98.0,10.0,10.0,10.0,10.0,10.0,10.0,41,2.12,41989,1.0,El Salvador,1.0,True
Anguilla,Type L0,Quantum,ThetaBase Services,0.0,2,flexible,1.0,False,False,1559.0,30753,32860,97.0,10.0,10.0,10.0,10.0,9.0,10.0,33,1.68,30753,1.0,Anguilla,2.0,True
Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,moderate,1.0,False,False,1754.0,16047,123,91.0,9.0,9.0,9.0,9.0,10.0,9.0,25,1.27,16047,0.8,Uzbekistan,6.0,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,6,moderate,3.0,True,False,3080.0,18619,53007,86.0,9.0,10.0,10.0,10.0,9.0,9.0,22,1.09,18619,1.0,Slovakia (Slovak Republic),1.0,False
Nicaragua,Type V5,Quantum,ThetaBase Services,0.0,1,moderate,1.0,False,False,1260.0,29735,36124,88.0,9.0,8.0,10.0,10.0,10.0,9.0,7,0.35,29735,0.86,Isle of Man,2.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,True,False,2157.0,39952,10211,80.0,9.0,8.0,9.0,9.0,9.0,9.0,25,1.27,39952,1.0,Tonga,21.0,False
Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1507.0,41340,73347,99.0,10.0,10.0,10.0,10.0,9.0,10.0,61,3.04,41340,1.0,Tanzania,3.0,True
Malta,Type E3,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1975.0,21836,41939,96.0,10.0,9.0,10.0,10.0,9.0,9.0,19,1.02,21836,1.0,Mauritania,3.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,True,False,2950.0,28828,20479,95.0,9.0,9.0,10.0,10.0,9.0,9.0,22,1.1,28828,1.0,Isle of Man,198.0,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2170.0,42421,70685,100.0,10.0,10.0,10.0,10.0,10.0,10.0,11,0.55,42421,1.0,Costa Rica,5.0,True
Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2729.0,490,41162,91.0,9.0,9.0,10.0,10.0,10.0,9.0,43,2.15,490,1.0,Bosnia and Herzegovina,6.0,False
Russian Federation,Type G0,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,2872.0,37646,14840,53.0,10.0,10.0,10.0,7.0,8.0,8.0,3,0.2,37646,1.0,Estonia,60.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,5,strict,3.0,True,False,2547.0,27090,37791,91.0,9.0,9.0,9.0,9.0,10.0,9.0,52,2.74,27090,1.0,Tonga,2.0,True
Guinea,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,False,False,2872.0,37646,3195,88.0,8.0,9.0,9.0,10.0,10.0,8.0,5,0.27,37646,1.0,Estonia,60.0,False
Malta,Type V2,Plasma,ThetaBase Services,4.0,8,moderate,6.0,False,False,3353.0,36320,42266,100.0,10.0,9.0,10.0,10.0,9.0,10.0,6,0.38,36320,1.0,Niue,1.0,False
Barbados,Type V7,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,3405.0,1366,44800,98.0,10.0,10.0,10.0,10.0,10.0,9.0,9,0.47,1366,0.25,Fiji,4.0,False
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,7,strict,5.0,True,False,3340.0,34096,1343,89.0,9.0,9.0,9.0,9.0,8.0,9.0,25,1.23,34096,1.0,Andorra,10.0,False
Barbados,Type V5,Quantum,ThetaBase Services,2.0,4,strict,1.0,False,False,3275.0,1366,66794,95.0,10.0,10.0,10.0,10.0,10.0,9.0,27,1.35,1366,0.25,Fiji,4.0,False
Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,2885.0,19958,63732,87.0,7.0,8.0,7.0,9.0,10.0,8.0,3,0.24,19958,1.0,Congo,40.0,True
Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2560.0,24197,20503,100.0,10.0,10.0,10.0,10.0,10.0,10.0,13,0.77,24197,1.0,Ghana,1.0,False
Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,2430.0,40317,72641,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.6,40317,1.0,Uzbekistan,2.0,True
United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3470.0,2916,9681,99.0,10.0,10.0,10.0,10.0,10.0,10.0,30,1.6,2916,1.0,Nicaragua,1.0,True
Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1260.0,40366,32228,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3,0.15,40366,0.97,Micronesia,14.0,True
Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,3.0,6,strict,4.0,False,False,3327.0,38193,63686,100.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0.5,38193,1.0,French Guiana,1.0,True
Nicaragua,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,False,False,2157.0,19228,47270,85.0,9.0,10.0,10.0,9.0,10.0,9.0,43,2.18,19228,1.0,Svalbard & Jan Mayen Islands,8.0,False
Barbados,Type V5,Plasma,ThetaBase Services,1.0,5,strict,1.0,False,False,2105.0,18272,33187,90.0,10.0,9.0,10.0,9.0,10.0,9.0,24,1.19,18272,0.9,Vietnam,3.0,False
Sao Tome and Principe,Type V2,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2417.0,26171,7746,91.0,9.0,9.0,9.0,9.0,10.0,8.0,9,0.51,26171,1.0,Uruguay,1.0,False
Russian Federation,Type E3,Quantum,ThetaBase Services,1.0,5,strict,1.0,True,False,1845.0,19842,3004,72.0,8.0,9.0,7.0,7.0,9.0,8.0,19,1.04,19842,0.85,Turkmenistan,53.0,False
Russian Federation,Type E3,Quantum,ThetaBase Services,1.0,4,strict,1.0,True,False,1780.0,19842,80,80.0,9.0,9.0,9.0,8.0,9.0,9.0,7,0.37,19842,0.85,Turkmenistan,53.0,False
Russian Federation,Type E3,Quantum,ThetaBase Services,2.0,6,strict,3.0,True,False,1793.0,19842,28045,80.0,8.0,9.0,7.0,6.0,9.0,8.0,6,0.33,19842,0.85,Turkmenistan,53.0,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,4,strict,2.0,True,False,1728.0,19842,18059,73.0,9.0,9.0,5.0,7.0,9.0,8.0,3,0.16,19842,0.85,Turkmenistan,53.0,False
Guinea,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,1793.0,19842,10388,69.0,7.0,8.0,8.0,7.0,9.0,7.0,29,1.48,19842,0.85,Turkmenistan,53.0,False
Russian Federation,Type E3,Quantum,ThetaBase Services,1.0,4,strict,1.0,True,False,1728.0,19842,67157,63.0,8.0,8.0,7.0,7.0,9.0,7.0,7,0.35,19842,0.85,Turkmenistan,53.0,False
